KEY1,Χρόνος Παράδοσης,Regional Unity,Full Address,,Account : Site : Site PostCode
Κωδ.Πρ.: 100953,48,ΑΡΚΑΔΙΑΣ,ΑΛ. ΠΑΠΑΝΑΣΤΑΣΙΟΥ-3,,22002
Κωδ.Πρ.: 100929,48,ΜΕΣΣΗΝΙΑΣ,Ε.Ο. ΠΥΛΟΥ -  ΚΑΛΑΜΑΤΑΣ,,24001
Κωδ.Πρ.: 101004,48,ΑΙΤΩΛΟΑΚΑΡΝΑΝΙΑΣ,Ε.Ο. ΑΓΡΙΝΙΟΥ - ΘΕΡΜΟΥ-148,,30010
Κωδ.Πρ.: 100977,48,ΚΟΡΙΝΘΙΑΣ,ΠΑΠΑΚΩΝΣΤΑΝΤΙΝΟΥ-58,,20500
Κωδ.Πρ.: 100996,48,ΗΛΕΙΑΣ,Ε. Ο. ΠΑΤΡΩΝ ΠΥΡΓΟΥ,,27200
Κωδ.Πρ.: 100961,48,ΚΑΒΑΛΑΣ,ΜΕΓ. ΑΛΕΞΑΝΔΡΟΥ-45,,64007
Κωδ.Πρ.: 100947,48,ΑΧΑΪΑΣ,ΣΕΛΙΑΝΙΤΙΚΑ,,25100
Κωδ.Πρ.: 101191,48,ΘΕΣΣΑΛΟΝΙΚΗΣ,17ης ΝΟΕΜΒΡΙΟΥ-30,,54352
Κωδ.Πρ.: 100873,48,ΣΕΡΡΩΝ,ΜΗΤΡΟΠΟΛΙΤΟΥ ΚΩΝΣΤΑΝΤΙΝΟΥ-5,,62122
Κωδ.Πρ.: 100936,48,ΚΑΡΔΙΤΣΑΣ,ΙΤΕΑ,,43062
Κωδ.Πρ.: 100957,48,ΦΘΙΩΤΙΔΑΣ,ΓΕΡΑΣΙΜΟΥ ΒΑΣΙΛΕΙΑΔΗ-101,,35008
Κωδ.Πρ.: 100924,48,ΚΑΒΑΛΑΣ,ΔΗΜΑΔΗ Δ.-13,,64100
Κωδ.Πρ.: 100002,48,ΑΡΤΑΣ,ΜΠΙΖΑΝΙΟΥ-131,,48200
Κωδ.Πρ.: 100859,48,ΧΑΛΚΙΔΙΚΗΣ,ΕΠΑΡΧΙΑΚΗ ΟΔΟΣ ΚΑΣΣΑΝΔΡΕΙΑΣ-ΣΙΒΗΡΗΣ,,63077
Κωδ.Πρ.: 100720,48,ΠΡΕΒΕΖΑΣ,ΑΓ. ΠΑΝΤΕΛΕΗΜΟΝΟΣ-15,,48062
Κωδ.Πρ.: 101142,48,ΑΡΤΑΣ,ΤΖΑΒΕΛΛΑ-34,,47100
Κωδ.Πρ.: 100912,48,ΘΕΣΣΑΛΟΝΙΚΗΣ,ΗΡΩΩΝ ΠΟΛΥΤΕΧΝΕΙΟΥ-36,,57001
Κωδ.Πρ.: 100893,48,ΘΕΣΣΑΛΟΝΙΚΗΣ,ΑΝΘΕΜΟΥΝΤΟΣ & ΠΑΡΜΕΝΙΩΝΟΣ,,57006
Κωδ.Πρ.: 101222,48,ΑΡΚΑΔΙΑΣ,ΒΑΣΙΛΕΩΣ ΓΕΩΡΓΙΟΥ Α΄-20,,22100
Κωδ.Πρ.: 100861,48,ΘΕΣΣΑΛΟΝΙΚΗΣ,25ΗΣ ΜΑΡΤΙΟΥ-25,,57019
Κωδ.Πρ.: 100865,48,ΧΑΛΚΙΔΙΚΗΣ,ΓΑΛΑΤΙΣΤΑ,,63073
Κωδ.Πρ.: 100825,48,ΚΙΛΚΙΣ,ΝΕΑ ΣΑΝΤΑ,,61100
Κωδ.Πρ.: 100613,48,ΗΛΕΙΑΣ,ΚΩΝΣΤΑΝΤΙΝΟΥΠΟΛΕΩΣ & ΑΘ. ΔΙΑΚΟΥ,,27052
Κωδ.Πρ.: 100718,48,ΣΕΡΡΩΝ,ΣΠΕΤΣΩΝ-5,,62125
Κωδ.Πρ.: 101383,48,ΑΙΤΩΛΟΑΚΑΡΝΑΝΙΑΣ,ΚΑΨΑΛΗ 18 & Ι. ΣΤΑΪΚΟΥ,,30100
Κωδ.Πρ.: 100792,48,ΤΡΙΚΑΛΩΝ,ΘΗΣΕΩΣ-3,,42300
Κωδ.Πρ.: 100706,48,ΚΑΒΑΛΑΣ,7ης ΜΕΡΑΡΧΙΑΣ-98,,65403
Κωδ.Πρ.: 100700,48,ΚΕΡΚΥΡΑΣ,ΛΕΩΦΟΡΟΣ ΕΠΤΑΝΗΣΩΝ,,49100
Κωδ.Πρ.: 100733,48,ΧΑΛΚΙΔΙΚΗΣ,ΝΕΑ ΤΡΙΓΛΙΑ,,63079
Κωδ.Πρ.: 100741,48,ΗΛΕΙΑΣ,ΧΡ.ΠΡΑΝΤΟΥΝΑ-10,,27053
Κωδ.Πρ.: 100714,48,ΧΑΛΚΙΔΙΚΗΣ,ΝΙΚΗΤΗ,,63088
Κωδ.Πρ.: 100692,48,ΧΑΛΚΙΔΙΚΗΣ,ΠΑΡΝΑΒΕΛΗ-11,,63080
Κωδ.Πρ.: 100555,48,ΑΙΤΩΛΟΑΚΑΡΝΑΝΙΑΣ,ΚΑΤΟΥΝΑ,,30004
Κωδ.Πρ.: 100669,48,ΧΑΛΚΙΔΙΚΗΣ,ΠΕΥΚΟΧΩΡΙ,,63085
Κωδ.Πρ.: 100666,48,ΗΜΑΘΙΑΣ,ΜΑΡΙΝΑ,,59200
Κωδ.Πρ.: 100661,48,ΚΕΡΚΥΡΑΣ,ΣΕΒΑΣΤΙΑΝΟΥ-36,,49100
Κωδ.Πρ.: 100675,48,ΧΑΛΚΙΔΙΚΗΣ,25ης ΜΑΡΤΙΟΥ,,63078
Κωδ.Πρ.: 100654,48,ΧΑΝΙΩΝ,ΗΡΑΚΛΕΙΟΥ-32,,73135
Κωδ.Πρ.: 100643,48,ΚΑΡΔΙΤΣΑΣ,ΚΙΕΡΙΟΥ-78,,43300
Κωδ.Πρ.: 100635,48,ΧΑΛΚΙΔΙΚΗΣ,ΠΟΛΥΧΡΟΝΟ,,63085
Κωδ.Πρ.: 100551,48,ΣΕΡΡΩΝ,ΕΘΝΙΚΗΣ ΑΝΤΙΣΤΑΣΕΩΣ-3,,62100
Κωδ.Πρ.: 100588,48,ΑΙΤΩΛΟΑΚΑΡΝΑΝΙΑΣ,ΚΕΝΤΡ. ΠΛ. ΚΑΛΥΒΙΩΝ,,30100
Κωδ.Πρ.: 101029,48,ΛΑΣΙΘΙΟΥ,ΚΡΙΤΣΑΣ-2,,72100
Κωδ.Πρ.: 100619,48,ΙΩΑΝΝΙΝΩΝ,ΔΗΜΟΚΡΑΤΙΑΣ-1Α,,45500
Κωδ.Πρ.: 100602,48,ΚΟΡΙΝΘΙΑΣ,Ε.Ο. ΙΣΘΜΟΥ-ΕΠΙΔΑΥΡΟΥ 88,,20100
Κωδ.Πρ.: 100681,48,ΚΑΒΑΛΑΣ,ΓΡΗΓΟΡΙΟΥ ΛΑΜΠΡΑΚΗ-63,,54351
Κωδ.Πρ.: 100573,48,ΗΛΕΙΑΣ,ΣΚΟΥΡΟΧΩΡΙ,,27100
Κωδ.Πρ.: 100549,48,ΠΕΛΛΑΣ,ΦΙΛΕΛΛΗΝΩΝ-19,,58200
Κωδ.Πρ.: 100549,48,ΠΕΛΛΑΣ,ΦΙΛΕΛΛΗΝΩΝ-19,,58200
Κωδ.Πρ.: 100619,48,ΙΩΑΝΝΙΝΩΝ,ΔΗΜΟΚΡΑΤΙΑΣ-1Α,,45500
Κωδ.Πρ.: 101168,48,ΚΑΒΑΛΑΣ,28ης ΟΚΤΩΒΡΙΟΥ-2,,64003
Κωδ.Πρ.: 100476,48,ΠΙΕΡΙΑΣ,ΚΩΝ/ΝΟΥ ΚΑΡΑΜΑΝΛΗ-28,,60065
Κωδ.Πρ.: 100475,48,ΚΕΡΚΥΡΑΣ,ΓΕΡΑΣΙΜΟΥ ΜΑΡΚΟΡΑ-27,,49100
Κωδ.Πρ.: 100692,48,ΧΑΛΚΙΔΙΚΗΣ,ΠΑΡΝΑΒΕΛΗ-11,,63080
Κωδ.Πρ.: 101544,48,ΚΟΡΙΝΘΙΑΣ,ΕΘΝΙΚΗΣ ΑΝΤΙΣΤΑΣΗΣ-52,,20200
Κωδ.Πρ.: 100426,48,ΧΑΝΙΩΝ,ΑΓ. ΜΑΡΙΝΗΣ-85,,73300
Κωδ.Πρ.: 100415,48,ΚΙΛΚΙΣ,ΕΛΕΥΘΕΡΊΟΥ ΒΕΝΙΖΕΛΟΥ-1,,61300
Κωδ.Πρ.: 101198,48,ΘΕΣΠΡΩΤΙΑΣ,ΣΠΥΡΟΥ ΛΕΙΒΑΔΑ-30,,48060
Κωδ.Πρ.: 100376,48,ΗΜΑΘΙΑΣ,ΚΑΓΚΕΛΙΔΗ-9,,59034
Κωδ.Πρ.: 100438,48,ΕΥΒΟΙΑΣ,ΒΑΣ. ΚΩΝΣΤΑΝΤΙΝΟΥ-89,,34006
Κωδ.Πρ.: 100391,48,ΘΕΣΣΑΛΟΝΙΚΗΣ,ΑΓΙΟΥ ΣΠΥΡΙΔΩΝΟΣ-14,,55337
Κωδ.Πρ.: 100343,48,ΦΘΙΩΤΙΔΑΣ,ΒΑΣΙΛΙΚΩΝ-20,,35133
Κωδ.Πρ.: 100389,48,ΘΕΣΠΡΩΤΙΑΣ,ΚΥΡΑ ΒΑΣΙΛΙΚΗΣ-1,,46300
Κωδ.Πρ.: 100342,48,ΣΕΡΡΩΝ,ΝΙΚΟΛΑΟΥ ΝΙΚ. 11 & ΔΗΜΟΓΕΡΟΝΤΩΝ,,62100
Κωδ.Πρ.: 100327,48,ΣΕΡΡΩΝ,ΣΕΡΡΩΝ-5,,62200
Κωδ.Πρ.: 100320,48,ΚΕΡΚΥΡΑΣ,ΠΟΛΥΛΑ ΙΑΚΩΒΟΥ-24,,49100
Κωδ.Πρ.: 100386,48,ΑΙΤΩΛΟΑΚΑΡΝΑΝΙΑΣ,ΛΕΠΕΝΟΥ,,30150
Κωδ.Πρ.: 101003,48,ΑΙΤΩΛΟΑΚΑΡΝΑΝΙΑΣ,ΑΕΡΟΠΑΓΕΙΤΟΥ ΚΑΨΑΛΗ-16,,30200
Κωδ.Πρ.: 100335,48,ΧΑΝΙΩΝ,ΠΑΠΑΝΑΣΤΑΣΙΟΥ & ΜΟΥΝΤΑΚΗ-38,,73100
Κωδ.Πρ.: 100319,48,ΚΑΒΑΛΑΣ,ΚΟΚΚΙΝΟΧΩΜΑ,,64100
Κωδ.Πρ.: 100293,48,ΝΗΣΩΝ,ΛΕΩΦ. ΣΑΛΑΜΙΝΟΣ-235,,18900
Κωδ.Πρ.: 101359,48,ΗΜΑΘΙΑΣ,ΔΗΜΟΣΘΕΝΟΥΣ-55,,17672
Κωδ.Πρ.: 100347,48,ΝΗΣΩΝ,ΑΓ. ΝΙΚΟΛΑΟΥ-3Γ,,18950
Κωδ.Πρ.: 100310,48,ΚΑΒΑΛΑΣ,ΚΕΡΑΜΩΤΗ,,64200
Κωδ.Πρ.: 100268,48,ΑΡΓΟΛΙΔΑΣ,ΔΕΡΒΕΝΑΚΙΩΝ-27 - 29,,21200
Κωδ.Πρ.: 100282,48,ΧΑΛΚΙΔΙΚΗΣ,ΝΕΑ ΡΟΔΑ,,63075
Κωδ.Πρ.: 100264,48,ΗΜΑΘΙΑΣ,ΑΓΙΟΣ ΓΕΩΡΓΙΟΣ,,59100
Κωδ.Πρ.: 100262,48,ΧΑΛΚΙΔΙΚΗΣ,ΣΗΜΑΝΤΡΑ,,63200
Κωδ.Πρ.: 100290,48,ΧΑΛΚΙΔΙΚΗΣ,ΑΦΥΤΟΣ,,63077
Κωδ.Πρ.: 100273,48,ΧΑΛΚΙΔΙΚΗΣ,ΚΕΝΤΡΙΚΗ ΠΛΑΤΕΙΑ,,63200
Κωδ.Πρ.: 100158,48,ΧΑΛΚΙΔΙΚΗΣ,ΒΟΡΕΙΝΟΥ ΚΩΝ/ΝΟΥ,,63075
Κωδ.Πρ.: 233118,48,ΠΙΕΡΙΑΣ,ΜΙΧ. ΚΑΡΑΟΛΗ-54,,67100
Κωδ.Πρ.: 101480,48,ΘΕΣΣΑΛΟΝΙΚΗΣ,ΔΕΛΦΩΝ-185,,54655
Κωδ.Πρ.: 100232,48,ΦΛΩΡΙΝΑΣ,ΑΜΜΟΧΩΡΙ,,53100
Κωδ.Πρ.: 100239,48,ΤΡΙΚΑΛΩΝ,ΑΠΟΛΛΩΝΟΣ-31,,42031
Κωδ.Πρ.: 100199,48,ΑΧΑΪΑΣ,ΣΑΓΕΪΚΑ,,25200
Κωδ.Πρ.: 100714,48,ΧΑΛΚΙΔΙΚΗΣ,ΝΙΚΗΤΗ,,63088
Κωδ.Πρ.: 100197,48,ΘΕΣΣΑΛΟΝΙΚΗΣ,ΜΙΑΟΥΛΗ-39,,57500
Κωδ.Πρ.: 100203,48,ΤΡΙΚΑΛΩΝ,ΒΑΛΤΙΝΟ,,42100
Κωδ.Πρ.: 101003,48,ΑΙΤΩΛΟΑΚΑΡΝΑΝΙΑΣ,ΑΕΡΟΠΑΓΕΙΤΟΥ ΚΑΨΑΛΗ-16,,30200
Κωδ.Πρ.: 121914,48,ΗΛΕΙΑΣ,ΑΡΧΑΙΑΣ ΗΛΙΔΟΣ-50,,27059
Κωδ.Πρ.: 100141,48,ΚΙΛΚΙΣ,ΜΟΥΡΙΑΙ,,61003
Κωδ.Πρ.: 100051,48,ΠΙΕΡΙΑΣ,ΒΑΣ.ΚΩΝ/ΝΟΥ-32,,60063
Κωδ.Πρ.: 100137,48,ΦΩΚΙΔΑΣ,ΔΑΣΚΑΛΟΠΟΥΛΟΥ-2,,33058
Κωδ.Πρ.: 100021,48,ΛΑΣΙΘΙΟΥ,ΚΑΠΕΤΑΝ ΦΑΦΟΥΤΗ-3,,72100
Κωδ.Πρ.: 100052,48,ΠΙΕΡΙΑΣ,Ι. ΜΕΤΑΞΑ-19,,60063
Κωδ.Πρ.: 230434,48,ΚΑΒΑΛΑΣ,ΑΒΕΡΩΦ 2 & ΕΡΥΘΡΟΥ ΣΤΑΥΡΟΥ,,65302
Κωδ.Πρ.: 100004,48,ΘΕΣΠΡΩΤΙΑΣ,ΕΠΑΡΧ.ΟΔΟΣ ΠΑΡΑΜΥΘΙΑΣ-ΓΛΥΚΗΣ,,46200
Κωδ.Πρ.: 100033,48,ΔΥΤΙΚΗΣ ΑΤΤΙΚΗΣ,ΡΟΚΚΑ ΝΙΚ. ΣΤΡΑΤΗΓΟΥ-108,,19600
Κωδ.Πρ.: 123361,48,ΠΡΕΒΕΖΑΣ,13ης ΟΚΤΩΒΡΙΟΥ,,48300
Κωδ.Πρ.: 232808,48,ΚΑΡΔΙΤΣΑΣ,ΜΑΤΑΡΑΓΚΑ,,43300
Κωδ.Πρ.: 100011,48,ΧΑΛΚΙΔΙΚΗΣ,ΕΠΑΡΧΙΑΚΗ ΟΔΟΣ ΚΑΛΛΙΘΕΑΣ ΠΑΛΙΟΥΡΙΟΥ,,63077
Κωδ.Πρ.: 229946,48,ΚΙΛΚΙΣ,ΠΑΛΑΙΟ ΑΓΙΟΝΕΡΙ,,57011
Κωδ.Πρ.: 124509,48,ΗΡΑΚΛΕΙΟΥ,ΛΕΩΦ. ΙΚΑΡΟΥ 15 & ΜΟΥΓΛΩΝ 2,,71601
Κωδ.Πρ.: 123359,48,ΑΡΤΑΣ,Ε.Π. ΟΔΟΣ ΣΑΛΑΩΡΑΣ-ΑΓ. ΠΑΡΑΣΚΕΥΗΣ,,47100
Κωδ.Πρ.: 231806,48,ΚΟΖΑΝΗΣ,ΔΡΕΠΑΝΟ,,50150
Κωδ.Πρ.: 232802,48,ΚΑΡΔΙΤΣΑΣ,ΚΟΥΜΟΥΝΔΟΥΡΟΥ-6,,43100
Κωδ.Πρ.: 100741,48,ΗΛΕΙΑΣ,ΧΡ.ΠΡΑΝΤΟΥΝΑ-10,,27053
Κωδ.Πρ.: 122821,48,ΑΙΤΩΛΟΑΚΑΡΝΑΝΙΑΣ,ΕΥΗΝΟΧΩΡΙ,,30014
Κωδ.Πρ.: 120539,48,ΗΛΕΙΑΣ,ΠΛΑΤΑΝΟΣ,,27065
Κωδ.Πρ.: 122819,48,ΑΙΤΩΛΟΑΚΑΡΝΑΝΙΑΣ,ΠΑΝΑΓΙΑΣ-1,,30011
Κωδ.Πρ.: 229941,48,ΘΕΣΣΑΛΟΝΙΚΗΣ,28ης ΟΚΤΩΒΡΙΟΥ-10,,57500
Κωδ.Πρ.: 122818,48,ΑΙΤΩΛΟΑΚΑΡΝΑΝΙΑΣ,ΕΘΝΙΚΗΣ ΑΝΤΙΣΤΑΣΕΩΣ-2,,30400
Κωδ.Πρ.: 231797,48,ΗΜΑΘΙΑΣ,ΔΙΑΒΑΤΟΣ,,59100
Κωδ.Πρ.: 232787,48,ΛΑΡΙΣΑΣ,ΜΑΚΕΔΟΝΙΑΣ-31,,40011
Κωδ.Πρ.: 100621,48,ΘΕΣΣΑΛΟΝΙΚΗΣ,ΑΛ. ΠΑΠΑΝΑΣΤΑΣΙΟΥ-153,,54250
Κωδ.Πρ.: 120524,48,ΗΛΕΙΑΣ,ΠΟΛΥΧΡΟΝΟΠΟΥΛΟΥ-1,,27054
Κωδ.Πρ.: 229934,48,ΧΑΛΚΙΔΙΚΗΣ,ΒΑΣΙΛΕΙΟΥ ΠΙΤΣΟΥΛΗ-18,,63080
Κωδ.Πρ.: 232799,48,ΚΑΡΔΙΤΣΑΣ,ΕΛΕΥΘΕΡΙΑΣ-6,,43070
Κωδ.Πρ.: 122812,48,ΒΟΙΩΤΙΑΣ,ΚΑΠΑΡΕΛΛΙΟΝ,,32200
Κωδ.Πρ.: 230447,48,ΣΕΡΡΩΝ,Κ.ΚΑΡΑΜΑΝΛΗ-49,,62100
Κωδ.Πρ.: 123355,48,ΑΡΤΑΣ,ΕΠΙ ΤΗΣ ΟΔΟΥ ΑΡΤΑΣ - ΙΩΑΝΝΙΝΩΝ,,47100
Κωδ.Πρ.: 231788,48,ΦΛΩΡΙΝΑΣ,Μ. ΑΛΕΞΑΝΔΡΟΥ-96,,53070
Κωδ.Πρ.: 230446,48,ΣΕΡΡΩΝ,ΚΟΙΜΗΣΗ,,62400
Κωδ.Πρ.: 101209,48,ΘΕΣΠΡΩΤΙΑΣ,ΣΠΗΛΙΑΔΟΥ-16,,48100
Κωδ.Πρ.: 231782,48,ΚΟΖΑΝΗΣ,ΒΑΤΕΡΟ,,50100
Κωδ.Πρ.: 124497,48,ΗΡΑΚΛΕΙΟΥ,ΓΕΝΝΗΜΑΤΑ-91,,71414
Κωδ.Πρ.: 124491,48,ΧΑΝΙΩΝ,ΔΑΣΚΑΛΟΓΙΑΝΝΗ-42,,73100
Κωδ.Πρ.: 122804,48,ΒΟΙΩΤΙΑΣ,ΛΕΩΦ. ΑΘΗΝΩΝ-54,,32001
Κωδ.Πρ.: 229912,48,ΧΑΛΚΙΔΙΚΗΣ,ΤΖΑΒΟΥΡΑ-5,,63200
Κωδ.Πρ.: 230443,48,ΚΑΒΑΛΑΣ,ΣΚΡΑ-18,,64200
Κωδ.Πρ.: 229908,48,ΧΑΛΚΙΔΙΚΗΣ,ΠΑΛΑΙΟΧΩΡΙΟΝ,,63074
Κωδ.Πρ.: 231775,48,ΦΛΩΡΙΝΑΣ,ΓΡΗΓΟΡΙΟΥ ΝΙΚΟΛΑΪΔΗ-7,,53200
Κωδ.Πρ.: 122801,48,ΒΟΙΩΤΙΑΣ,25ης ΜΑΡΤΙΟΥ-72,,32003
Κωδ.Πρ.: 123351,48,ΠΡΕΒΕΖΑΣ,ΑΓΙΟΥ ΔΗΜΗΤΡΙΟΥ-3,,48062
Κωδ.Πρ.: 231773,48,ΠΕΛΛΑΣ,ΕΥΞΕΙΝΟΥ ΠΟΝΤΟΥ 33 & Π. ΣΑΧΙΝΗ 18,,58500
Κωδ.Πρ.: 120512,48,ΚΟΡΙΝΘΙΑΣ,ΑΔΑΜΟΠΟΥΛΟΥ-7,,20400
Κωδ.Πρ.: 231767,48,ΗΜΑΘΙΑΣ,ΕΛΕΥΘΕΡΙΟΥ ΒΕΝΙΖΕΛΟΥ-30,,59032
Κωδ.Πρ.: 122793,48,ΒΟΙΩΤΙΑΣ,10ης ΙΟΥΝΙΟΥ-20,,32005
Κωδ.Πρ.: 229903,48,ΘΕΣΣΑΛΟΝΙΚΗΣ,ΑΝΘΕΩΝ & ΜΗΔΕΙΑΣ ΓΩΝΙΑ,,57019
Κωδ.Πρ.: 229901,48,ΧΑΛΚΙΔΙΚΗΣ,ΧΑΝΙΩΤΗ,,63085
Κωδ.Πρ.: 115744,48,ΑΡΚΑΔΙΑΣ,ΚΥΠΡΟΥ-110,,16452
Κωδ.Πρ.: 115744,48,ΑΡΚΑΔΙΑΣ,ΚΥΠΡΟΥ-110,,16452
Κωδ.Πρ.: 122797,48,ΦΘΙΩΤΙΔΑΣ,ΛΕΙΑΝΟΚΛΑΔΙ,,35100
Κωδ.Πρ.: 120525,48,ΝΗΣΩΝ,ΚΑΡΑΪΣΚΟΥ-113,,18532
Κωδ.Πρ.: 124469,48,ΛΑΣΙΘΙΟΥ,ΚΩΣΤΟΥΛΑ ΑΝΔΡΙΑΝΟΥ-1,,72200
Κωδ.Πρ.: 231766,48,ΗΜΑΘΙΑΣ,ΛΟΥΤΡΟΣ,,59300
Κωδ.Πρ.: 122794,48,ΕΥΒΟΙΑΣ,ΑΡΧΑΙΟΥ ΘΕΑΤΡΟΥ-19,,34008
Κωδ.Πρ.: 120489,48,ΚΟΡΙΝΘΙΑΣ,ΦΛΟΙΟΥΝΤΟΣ-24-26,,20500
Κωδ.Πρ.: 124482,48,ΧΑΝΙΩΝ,ΣΚΑΛΙΔΗ-128,,73100
Κωδ.Πρ.: 232775,48,ΛΑΡΙΣΑΣ,ΛΙΒΑΔΙ,,40002
Κωδ.Πρ.: 230420,48,ΣΕΡΡΩΝ,ΖΛΑΤΚΟΥ 4 & ΕΘΝΙΚΗΣ ΑΝΤΙΣΤΑΣΕΩΣ,,62100
Κωδ.Πρ.: 230435,48,ΣΕΡΡΩΝ,ΠΑΥΛΟΥ ΜΕΛΑ-22 - 24,,62100
Κωδ.Πρ.: 229888,48,ΚΙΛΚΙΣ,ΓΡΗΓΟΡΙΟΥ ΓΚΙΓΚΕΡΗ-3,,61300
Κωδ.Πρ.: 122788,48,ΕΥΒΟΙΑΣ,ΒΑΣ. ΚΩΝ/ΝΟΥ-8,,34006
Κωδ.Πρ.: 120466,48,ΑΡΚΑΔΙΑΣ,ΕΠ. ΟΔΟΣ ΑΣΤΡΟΥΣ - ΛΕΩΝΙΔΙΟΥ,,22029
Κωδ.Πρ.: 123345,48,ΘΕΣΠΡΩΤΙΑΣ,ΜΑΡΓΑΡΙΤΙ,,46030
Κωδ.Πρ.: 232769,48,ΤΡΙΚΑΛΩΝ,ΦΗΚΗ,,42100
Κωδ.Πρ.: 120461,48,ΗΛΕΙΑΣ,ΣΙΣΣΙΝΗ-112,,27300
Κωδ.Πρ.: 120525,48,ΝΗΣΩΝ,ΚΑΡΑΪΣΚΟΥ-113,,18532
Κωδ.Πρ.: 229863,48,ΧΑΛΚΙΔΙΚΗΣ,ΣΥΚΕΑ,,63072
Κωδ.Πρ.: 229883,48,ΧΑΛΚΙΔΙΚΗΣ,ΠΛΑΤΕΙΑ ΓΕΡΟΓΙΑΝΝΗ,,63074
Κωδ.Πρ.: 123342,48,ΘΕΣΠΡΩΤΙΑΣ,ΙΟΝΙΟΥ ΠΕΛΑΓΟΥΣ & ΣΩΚΡΑΤΟΥΣ,,46100
Κωδ.Πρ.: 120468,48,ΗΛΕΙΑΣ,ΑΝΔΡΕΑ ΠΑΠΑΝΔΡΕΟΥ-16-18,,27050
Κωδ.Πρ.: 120464,48,ΑΧΑΪΑΣ,25ΗΣ ΜΑΡΤΙΟΥ-47,,25010
Κωδ.Πρ.: 232763,48,ΚΑΡΔΙΤΣΑΣ,ΚΑΡΠΟΧΩΡΙ,,43300
Κωδ.Πρ.: 232762,48,ΚΑΡΔΙΤΣΑΣ,ΑΝΑΒΡΑ,,43063
Κωδ.Πρ.: 232729,48,ΤΡΙΚΑΛΩΝ,ΚΟΝΔΥΛΗ-84,,42100
Κωδ.Πρ.: 233253,48,ΕΒΡΟΥ,ΝΙΚΗΣ-35,,68003
Κωδ.Πρ.: 231743,48,ΠΕΛΛΑΣ,ΑΘΥΡΑ,,58005
Κωδ.Πρ.: 120441,48,ΝΗΣΩΝ,ΛΕΩΦ. ΣΑΛΑΜΙΝΟΣ-310,,18900
Κωδ.Πρ.: 230424,48,ΚΑΒΑΛΑΣ,ΠΑΡΑΛΙΑ ΟΦΡΥΝΙΟΥ,,64008
Κωδ.Πρ.: 124440,48,ΗΡΑΚΛΕΙΟΥ,ΛΕΩΦ. 62 ΜΑΡΤΥΡΩΝ-5,,71303
Κωδ.Πρ.: 232746,48,ΚΑΡΔΙΤΣΑΣ,ΑΓΝΑΝΤΕΡΟ,,43061
Κωδ.Πρ.: 229851,48,ΘΕΣΣΑΛΟΝΙΚΗΣ,ΠΟΛΥΤΕΧΝΕΙΟΥ-83,,57004
Κωδ.Πρ.: 122762,48,ΑΙΤΩΛΟΑΚΑΡΝΑΝΙΑΣ,ΚΟΣΜΑ ΑΙΤΩΛΟΥ-128,,30100
Κωδ.Πρ.: 120427,48,ΜΕΣΣΗΝΙΑΣ,Δ. ΑΓΑΠΗΝΟΥ-3Α,,24400
Κωδ.Πρ.: 229846,48,ΧΑΛΚΙΔΙΚΗΣ,ΑΓ.ΓΕΩΡΓΙΟΥ-27,,63200
Κωδ.Πρ.: 231734,48,ΠΕΛΛΑΣ,ΒΑΣ. ΠΑΥΛΟΥ-43,,58300
Κωδ.Πρ.: 233242,48,ΕΒΡΟΥ,ΟΡΦΕΩΣ-4,,68500
Κωδ.Πρ.: 116687,48,ΝΗΣΩΝ,ΑΝΑΛΗΨΕΩΣ-3,,15235
Κωδ.Πρ.: 120425,48,ΗΛΕΙΑΣ,Π.Ε.Ο ΠΑΤΡΩΝ-ΠΥΡΓΟΥ,,27052
Κωδ.Πρ.: 229844,48,ΘΕΣΣΑΛΟΝΙΚΗΣ,ΚΩΝΣΤΑΝΤΙΝΟΥΠΟΛΕΩΣ-18,,57001
Κωδ.Πρ.: 229841,48,ΧΑΛΚΙΔΙΚΗΣ,ΝΕΑ ΦΩΚΙΑ,,63077
Κωδ.Πρ.: 124463,48,ΧΑΝΙΩΝ,ΜΥΛΩΝΟΓΙΑΝΝΗ-32,,73135
Κωδ.Πρ.: 118660,48,ΔΥΤΙΚΗΣ ΑΤΤΙΚΗΣ,ΕΥΑΓΓ. ΚΟΡΟΠΟΥΛΗ-25,,19600
Κωδ.Πρ.: 230406,48,ΣΕΡΡΩΝ,ΠΡΩΤΗ,,62047
Κωδ.Πρ.: 100613,48,ΗΛΕΙΑΣ,ΚΩΝΣΤΑΝΤΙΝΟΥΠΟΛΕΩΣ & ΑΘ. ΔΙΑΚΟΥ,,27052
Κωδ.Πρ.: 121991,48,ΑΧΑΪΑΣ,Π.Ε.Ο. ΠΑΤΡΩΝ-ΠΥΡΓΟΥ,,27052
Κωδ.Πρ.: 121990,48,ΗΛΕΙΑΣ,ΑΓ. ΝΙΚΟΛΑΟΥ & ΑΡΧ. ΟΛΥΜΠΙΑΣ,,27052
Κωδ.Πρ.: 123318,48,ΠΡΕΒΕΖΑΣ,ΚΑΝΑΛΙ,,48100
Κωδ.Πρ.: 120408,48,ΝΗΣΩΝ,ΛΕΩΦ. ΣΑΛΑΜΙΝΟΣ-150,,18900
Κωδ.Πρ.: 101209,48,ΘΕΣΠΡΩΤΙΑΣ,ΣΠΗΛΙΑΔΟΥ-16,,48100
